player_id,puzzle_id,total_windows,pct_cluster_0,count_cluster_0,pct_cluster_1,count_cluster_1,pct_cluster_2,count_cluster_2,pct_cluster_3,count_cluster_3,pct_cluster_4,count_cluster_4,transition_count,completion_time,success,error_count,stuck_group,error_group
1,Hub Puzzle: Cooking Pot,43,0.023255813953488372,1,0.37209302325581395,16,0.32558139534883723,14,0.023255813953488372,1,0.2558139534883721,11,22,211.67506129999992,1,4,High stuck %,High error-state %
1,Spoke Puzzle: Amount of Protein,14,0.0,0,0.7857142857142857,11,0.21428571428571427,3,0.0,0,0.0,0,2,68.15907779999998,1,1,Low stuck %,High error-state %
1,Spoke Puzzle: Amount of Sunlight,14,0.0,0,0.5,7,0.2857142857142857,4,0.14285714285714285,2,0.07142857142857142,1,8,64.75910799999997,1,0,Low stuck %,High error-state %
1,Spoke Puzzle: Pasta in Sauce,12,0.0,0,0.25,3,0.3333333333333333,4,0.16666666666666666,2,0.25,3,8,56.85579769999998,1,0,High stuck %,High error-state %
1,Spoke Puzzle: Water Amount,8,0.0,0,0.25,2,0.5,4,0.125,1,0.125,1,6,32.00614780000001,1,0,High stuck %,High error-state %
2,Hub Puzzle: Cooking Pot,59,0.0847457627118644,5,0.5423728813559322,32,0.3050847457627119,18,0.06779661016949153,4,0.0,0,22,292.40085410000006,1,15,Low stuck %,High error-state %
2,Spoke Puzzle: Amount of Protein,7,0.14285714285714285,1,0.2857142857142857,2,0.42857142857142855,3,0.0,0,0.14285714285714285,1,5,27.96476580000001,1,0,High stuck %,High error-state %
2,Spoke Puzzle: Amount of Sunlight,12,0.16666666666666666,2,0.3333333333333333,4,0.25,3,0.25,3,0.0,0,4,53.51880279999989,1,0,Low stuck %,High error-state %
2,Spoke Puzzle: Pasta in Sauce,17,0.058823529411764705,1,0.29411764705882354,5,0.17647058823529413,3,0.0,0,0.47058823529411764,8,11,81.44601840000001,1,0,High stuck %,Low error-state %
2,Spoke Puzzle: Water Amount,55,0.10909090909090909,6,0.2909090909090909,16,0.07272727272727272,4,0.2909090909090909,16,0.23636363636363636,13,27,328.38306309999996,1,0,High stuck %,Low error-state %
3,Hub Puzzle: Cooking Pot,70,0.12857142857142856,9,0.37142857142857144,26,0.3,21,0.014285714285714285,1,0.18571428571428572,13,35,343.26830170000017,1,3,High stuck %,High error-state %
3,Spoke Puzzle: Amount of Protein,36,0.3055555555555556,11,0.16666666666666666,6,0.16666666666666666,6,0.08333333333333333,3,0.2777777777777778,10,19,177.26031880000005,1,5,High stuck %,Low error-state %
3,Spoke Puzzle: Amount of Sunlight,32,0.6875,22,0.0625,2,0.15625,5,0.09375,3,0.0,0,11,154.49888179999994,1,0,Low stuck %,Low error-state %
3,Spoke Puzzle: Pasta in Sauce,16,0.25,4,0.125,2,0.4375,7,0.125,2,0.0625,1,9,78.26462570000012,1,2,Low stuck %,High error-state %
3,Spoke Puzzle: Water Amount,51,0.17647058823529413,9,0.17647058823529413,9,0.1568627450980392,8,0.27450980392156865,14,0.21568627450980393,11,26,248.7943489,1,4,High stuck %,Low error-state %
5,Hub Puzzle: Cooking Pot,121,0.08264462809917356,10,0.4132231404958678,50,0.2892561983471074,35,0.09090909090909091,11,0.12396694214876033,15,69,601.9111886000001,1,13,High stuck %,High error-state %
