VideoTimeStamp,SegmentStart,SegmentEnd,Transcript,SpeakerID
User-3_2025-06-26 11-17-55,0.0,2.8000000000000003,I think Barbie started in like the 70s.,3
User-3_2025-06-26 11-17-55,3.44,6.18,"Okay, I'm going to start the recording again.",3
User-3_2025-06-26 11-17-55,6.3,6.5200000000000005,Okay.,3
User-3_2025-06-26 11-17-55,11.08,12.74,"Okay, we're recording.",3
User-3_2025-06-26 11-17-55,12.98,14.780000000000001,I have the OBS recording.,3
User-3_2025-06-26 11-17-55,15.84,17.22,"Okay, I'm going to start the project now.",3
User-3_2025-06-26 11-17-55,17.56,17.900000000000002,Okay.,3
User-3_2025-06-26 11-17-55,17.900000000000002,17.96,Okay.,3
User-3_2025-06-26 11-17-55,23.88,26.1,Where is the project?,3
User-3_2025-06-26 11-17-55,26.92,27.96,It makes a lot more sense.,3
User-3_2025-06-26 11-17-55,30.0,38.08,Participant number?,3
User-3_2025-06-26 11-17-55,38.96,39.26,Three.,3
User-3_2025-06-26 11-17-55,39.94,40.14,Three.,3
User-3_2025-06-26 11-17-55,41.16,41.58,Okay.,3
User-3_2025-06-26 11-17-55,44.08,46.24,So do you see...,3
User-3_2025-06-26 11-17-55,46.24,47.06,The number pad?,3
User-3_2025-06-26 11-17-55,48.94,49.82,Number pad?,3
User-3_2025-06-26 11-17-55,50.44,50.92,On here?,3
User-3_2025-06-26 11-17-55,52.120000000000005,53.28,I'm looking at a number pad.,3
User-3_2025-06-26 11-17-55,53.3,53.86,"Hold on, hold on.",3
User-3_2025-06-26 11-17-55,53.92,54.34,No worries.,3
User-3_2025-06-26 11-17-55,54.6,56.56,I see three panels of settings.,3
User-3_2025-06-26 11-17-55,56.64,57.7,"Oh, she's still on the menu.",3
User-3_2025-06-26 11-17-55,57.96,58.5,The main menu.,3
User-3_2025-06-26 11-17-55,58.879999999999995,59.06,Yeah.,3
User-3_2025-06-26 11-17-55,59.44,59.72,Yeah.,3
User-3_2025-06-26 11-17-55,60.0,61.94,Hold on.,3
User-3_2025-06-26 11-17-55,62.02,62.46,I'll just...,3
User-3_2025-06-26 11-17-55,62.46,62.62,Okay.,3
User-3_2025-06-26 11-17-55,62.98,65.9,So can you...,3
User-3_2025-06-26 11-17-55,65.9,69.32,You see on the right side there is an option called link?,3
User-3_2025-06-26 11-17-55,70.94,71.84,PC link?,3
User-3_2025-06-26 11-17-55,73.4,75.64,Can you point towards it and then pinch?,3
User-3_2025-06-26 11-17-55,78.82,79.34,Pinch?,3
User-3_2025-06-26 11-17-55,80.26,82.03999999999999,And then it should...,3
User-3_2025-06-26 11-17-55,82.03999999999999,83.96000000000001,On the left or somewhere it should say...,3
User-3_2025-06-26 11-17-55,83.96000000000001,84.2,Yeah.,3
User-3_2025-06-26 11-17-55,84.4,86.7,And then click on it and just press launch.,3
User-3_2025-06-26 11-17-55,87.8,88.44,Right there?,3
User-3_2025-06-26 11-17-55,90.0,91.0,And then it will launch.,3
User-3_2025-06-26 11-17-55,91.0,91.88,It's not?,3
User-3_2025-06-26 11-17-55,92.12,92.64,Hold on.,3
User-3_2025-06-26 11-17-55,92.9,93.36,Just a minute.,3
User-3_2025-06-26 11-17-55,93.98,95.2,"Yeah, it won't let me launch it.",3
User-3_2025-06-26 11-17-55,95.32,96.5,It won't let you launch it?,3
User-3_2025-06-26 11-17-55,96.74,96.9,Nope.,3
User-3_2025-06-26 11-17-55,97.02,97.88,How about now?,3
User-3_2025-06-26 11-17-55,100.48,100.92,Nope.,3
User-3_2025-06-26 11-17-55,101.04,101.5,It's great.,3
User-3_2025-06-26 11-17-55,101.8,102.9,It says not connected.,3
User-3_2025-06-26 11-17-55,103.08,103.4,You see?,3
User-3_2025-06-26 11-17-55,103.74,104.18,"Oh, dear.",3
User-3_2025-06-26 11-17-55,105.52,105.98,All right.,3
User-3_2025-06-26 11-17-55,106.02,106.26,Hold on.,3
User-3_2025-06-26 11-17-55,106.3,107.92,I think Shubhat's going to have to take the headset for a moment.,3
User-3_2025-06-26 11-17-55,107.92,108.16,Sorry.,3
User-3_2025-06-26 11-17-55,108.26,108.98,Just a moment.,3
User-3_2025-06-26 11-17-55,109.26,109.38,Okay.,3
User-3_2025-06-26 11-17-55,110.38,113.02,It's calibrated for you guys so you don't have to do...,3
User-3_2025-06-26 11-17-55,113.02,114.92,You're our first participant of the day.,3
User-3_2025-06-26 11-17-55,114.92,119.03999999999999,"So, unfortunately, all the technical issues occur all at the same time.",3
User-3_2025-06-26 11-17-55,119.14,119.4,Okay.,3
User-3_2025-06-26 11-17-55,119.44,119.5,Okay.,3
User-3_2025-06-26 11-17-55,119.5,119.56,Okay.,3
User-3_2025-06-26 11-17-55,119.56,119.84,Okay.,3
User-3_2025-06-26 11-17-55,119.84,119.86,Okay.,3
User-3_2025-06-26 11-17-55,119.86,119.94,Okay.,3
User-3_2025-06-26 11-17-55,120.0,120.9,Everything is all right.,3
User-3_2025-06-26 11-17-55,121.48,122.08,Is it working now?,3
User-3_2025-06-26 11-17-55,122.32,122.9,It's working now.,3
User-3_2025-06-26 11-17-55,123.82,127.54,And does it skip the tightening correctly or did you have to just tighten?,3
User-3_2025-06-26 11-17-55,129.46,129.9,Okay.,3
User-3_2025-06-26 11-17-55,129.98,130.2,Okay.,3
